"Year","Gender","Caucasian","Age","Age_Cat","Inc_Cat","Education","Wrk_Stat","Dwelling","Own_Rent","Electronics","Percrip_Med","Drn_Clnr","Dsps_Food"
2014,"Female","Caucasian",42,"35 to 44","$100,000 or more","Bachelor's Degree","Retired","Single Family house","Own",4,4,2,3
2014,"Female","Caucasian",57,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,1,3
2014,"Female","Person of Color",72,"65 or older","Between $50,000 and $75,000","High school diploma / GED","Retired","Single Family house","Own",4,2,NA,1
2014,"Male","Caucasian",60,"55 to 64","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,NA,NA,3
2014,"Female","Caucasian",69,"65 or older",NA,"High school diploma / GED","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",53,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",NA,"65 or older","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",59,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,1,1,2
2014,"Female","Caucasian",66,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",57,"55 to 64","$100,000 or more","High school diploma / GED","Retired","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",62,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",3,1,NA,4
2014,"Female","Person of Color",61,"55 to 64","Between $50,000 and $75,000","Associates Degree","Employed","Single Family house","Own",4,4,NA,2
2014,"Female","Person of Color",44,"35 to 44","Less than $25,000","Associates Degree","Other","Apartment or Condo","Rent",3,NA,1,1
2014,"Male","Person of Color",25,"25 to 34","Between $25,000 and 50,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,NA,NA,1
2014,"Female","Caucasian",56,"55 to 64","$100,000 or more","Bachelor's Degree","Retired","Single Family house","Own",4,4,NA,4
2014,"Female","Caucasian",85,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Apartment or Condo","Own",4,2,4,3
2014,"Male","Caucasian",73,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",4,2,2,3
2014,"Male","Caucasian",62,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",3,4,4,3
2014,"Male","Caucasian",50,"45 to 54","Between $25,000 and 50,000","High school diploma / GED","Employed","Apartment or Condo","Rent",4,NA,4,2
2014,"Female","Person of Color",35,"35 to 44","Less than $25,000","Some college","Other","Apartment or Condo","Rent",4,4,NA,2
2014,"Female","Caucasian",63,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,3
2014,"Male","Caucasian",66,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Retired","Single Family house","Own",4,NA,NA,3
2014,"Female","Caucasian",67,"65 or older","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",71,"65 or older","Between $25,000 and 50,000","Some graduate work","Retired","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",67,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Person of Color",70,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,NA,1,2
2014,"Male","Person of Color",33,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Rent",3,NA,1,2
2014,"Male","Caucasian",70,"65 or older","$100,000 or more","High school diploma / GED","Retired","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",65,"65 or older","Between $50,000 and $75,000","High school diploma / GED","Retired","Single Family house","Own",4,4,1,3
2014,"Female","Caucasian",39,"35 to 44","Between $50,000 and $75,000","Associates Degree","Employed","Single Family house","Own",4,NA,2,4
2014,"Female","Caucasian",56,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",4,NA,NA,3
2014,"Female","Caucasian",69,"65 or older","Between $75,000 and $100,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,NA,4
2014,"Female","Caucasian",52,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",56,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2014,"Male","Caucasian",58,"55 to 64",NA,"High school diploma / GED","Retired","Single Family house","Own",4,NA,4,4
2014,"Male","Caucasian",59,"55 to 64","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,2,NA,1
2014,"Male","Caucasian",63,"55 to 64","Between $75,000 and $100,000","Some college","Employed","Single Family house","Own",3,2,1,1
2014,"Male","Caucasian",64,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",4,2,2,3
2014,"Male","Caucasian",55,"55 to 64",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2014,"Male","Caucasian",71,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2014,NA,NA,NA,NA,NA,"Missing / Prefer not to answer","Other",NA,NA,NA,4,NA,2
2014,"Female","Caucasian",66,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,4,1,3
2014,"Female","Caucasian",74,"65 or older","Between $25,000 and 50,000","Some graduate work","Employed","Apartment or Condo","Rent",4,2,NA,3
2014,"Male","Caucasian",47,"45 to 54","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,2,3
2014,"Female","Person of Color",64,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",70,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Apartment or Condo","Own",NA,4,NA,3
2014,"Female","Caucasian",73,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",66,"65 or older","Between $50,000 and $75,000","Some graduate work","Retired","Single Family house","Own",4,4,NA,4
2014,"Male","Caucasian",28,"25 to 34","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,NA,2,1
2014,"Male","Caucasian",48,"45 to 54","$100,000 or more","Some college","Other","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",40,"35 to 44","Between $50,000 and $75,000","Associates Degree","Employed","Single Family house","Rent",4,NA,NA,3
2014,"Female","Caucasian",33,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2014,"Male","Caucasian",47,"45 to 54","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",58,"55 to 64","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",65,"65 or older","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",69,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,NA,1
2014,"Male","Caucasian",80,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",63,"55 to 64","Between $50,000 and $75,000","Bachelor's Degree","Retired","Single Family house","Own",4,NA,4,3
2014,"Female","Caucasian",82,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",64,"55 to 64","Between $50,000 and $75,000","Some college","Retired","Single Family house","Own",4,2,NA,1
2014,"Female","Caucasian",40,"35 to 44","Between $25,000 and 50,000","Graduate degree(s)","Other","Apartment or Condo","Rent",4,4,4,4
2014,"Female","Caucasian",58,"55 to 64","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,1,NA,3
2014,"Male","Caucasian",56,"55 to 64","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,2,NA,3
2014,"Female","Caucasian",25,"25 to 34","Between $25,000 and 50,000","Some college","Employed","Single Family house","Rent",4,1,2,1
2014,"Female","Caucasian",65,"65 or older","Between $25,000 and 50,000","Some graduate work","Other","Single Family house","Own",4,NA,NA,3
2014,"Female","Caucasian",47,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,4
2014,"Male","Caucasian",70,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,2,2,3
2014,"Female","Caucasian",50,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,1,4,1
2014,"Female","Caucasian",72,"65 or older",NA,"Some graduate work","Retired","Apartment or Condo","Own",4,4,NA,2
2014,"Female","Caucasian",79,"65 or older",NA,"Some college","Retired","Apartment or Condo",NA,4,NA,NA,1
2014,"Female","Caucasian",55,"55 to 64",NA,"Associates Degree","Employed","Single Family house","Own",4,2,1,1
2014,"Male","Caucasian",NA,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",80,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",64,"55 to 64","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",61,"55 to 64",NA,"Graduate degree(s)","Employed","Single Family house","Own",4,2,1,3
2014,"Male","Caucasian",41,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,1,NA,3
2014,"Male","Caucasian",83,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2014,"Female","Caucasian",30,"25 to 34","Between $75,000 and $100,000","High school diploma / GED","Employed","Apartment or Condo","Rent",4,2,NA,3
2014,"Male","Caucasian",75,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,NA,NA,3
2014,"Female","Caucasian",55,"55 to 64","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,1,2,3
2014,"Male","Caucasian",63,"55 to 64","$100,000 or more","Some college","Retired","Single Family house","Own",4,4,1,3
2014,"Male","Caucasian",46,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",2,2,1,1
2014,"Female","Caucasian",78,"65 or older","Between $25,000 and 50,000","Associates Degree","Retired","Single Family house","Own",4,2,2,3
2014,"Male","Person of Color",40,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",3,4,NA,4
2014,"Male","Caucasian",54,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",60,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,1,1,1
2014,"Male","Caucasian",66,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,4,4,3
2014,"Male","Caucasian",62,"55 to 64","$100,000 or more","High school diploma / GED","Retired","Single Family house","Own",4,2,NA,1
2014,"Male","Caucasian",38,"35 to 44","$100,000 or more","Some college","Employed","Single Family house","Rent",4,NA,NA,3
2014,"Male","Caucasian",61,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,2,3
2014,"Male","Caucasian",40,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",NA,2,NA,1
2014,"Female","Caucasian",NA,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,2,NA,NA
2014,"Male","Caucasian",45,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,1,1,3
2014,"Male","Caucasian",58,"55 to 64",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,1,3
2014,"Female","Caucasian",82,"65 or older","Between $25,000 and 50,000","Some graduate work","Retired","Apartment or Condo","Own",4,4,NA,2
2014,"Female","Caucasian",69,"65 or older","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",3,4,NA,3
2014,"Female",NA,66,"65 or older",NA,"Graduate degree(s)","Other","Apartment or Condo","Rent",4,4,4,3
2014,"Male","Caucasian",81,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Apartment or Condo","Own",4,4,NA,2
2014,"Female","Caucasian",76,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Retired","Apartment or Condo","Own",4,4,1,3
2014,"Male","Person of Color",55,"55 to 64","Between $25,000 and 50,000","High school diploma / GED","Retired","Single Family house","Own",4,2,4,3
2014,"Female","Caucasian",35,"35 to 44","Between $25,000 and 50,000","Some college","Other","Single Family house",NA,4,NA,4,3
2014,"Female","Caucasian",55,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",73,"65 or older","$100,000 or more","High school diploma / GED","Employed","Single Family house","Own",4,NA,NA,1
2014,"Female","Caucasian",55,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Retired","Single Family house","Own",4,2,2,1
2014,"Female","Caucasian",67,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,4
2014,"Male","Caucasian",23,"18 to 24","$100,000 or more","High school diploma / GED","Employed","Single Family house","Rent",4,NA,1,4
2014,"Female","Caucasian",40,"35 to 44","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,NA,3
2014,"Male","Caucasian",62,"55 to 64","$100,000 or more","Bachelor's Degree","Retired","Single Family house","Own",4,NA,1,3
2014,"Female","Caucasian",53,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,4,NA,3
2014,"Male","Caucasian",57,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",3,2,NA,3
2014,"Female","Caucasian",64,"55 to 64","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,NA,NA,1
2014,"Female","Caucasian",45,"45 to 54","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,4,1,3
2014,"Female","Caucasian",51,"45 to 54","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,NA,NA,2
2014,"Male","Caucasian",45,"45 to 54","Between $50,000 and $75,000","Associates Degree","Employed","Apartment or Condo","Rent",4,4,4,3
2014,"Male","Caucasian",50,"45 to 54","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",3,4,1,3
2014,"Female","Caucasian",31,"25 to 34","Between $25,000 and 50,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,1,3
2014,"Male","Caucasian",80,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,4,1,2
2014,"Female","Caucasian",65,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,NA,4,2
2014,"Male","Caucasian",68,"65 or older","Between $75,000 and $100,000","Some college","Retired","Single Family house","Own",4,4,NA,3
2014,"Male","Caucasian",55,"55 to 64","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,4,NA,3
2014,"Female","Caucasian",69,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Apartment or Condo","Rent",4,2,NA,1
2014,"Female","Caucasian",70,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",3,2,1,1
2014,"Female","Caucasian",81,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Apartment or Condo","Own",3,2,NA,3
